state,district,year,crop,session,area,production,yield,yield_num
3. Arunachal Pradesh,13. Lower siang,2021 - 2022,Turmeric,Whole Year,97.00,373.00,3.85,3.85
3. Arunachal Pradesh,13. Lower siang,2021 - 2022,Sugarcane,Whole Year,130.00,"4,745.00",36.50,36.5
3. Arunachal Pradesh,13. Lower siang,2022 - 2023,Dry chillies,Whole Year,183.00,552.00,3.02,3.02
3. Arunachal Pradesh,13. Lower siang,2022 - 2023,Ginger,Whole Year,406.00,"2,948.00",7.26,7.26
3. Arunachal Pradesh,13. Lower siang,2022 - 2023,Potato,Whole Year,413.00,"2,773.00",6.71,6.71
3. Arunachal Pradesh,13. Lower siang,2022 - 2023,Turmeric,Whole Year,100.00,385.00,3.85,3.85
3. Arunachal Pradesh,13. Lower siang,2022 - 2023,Sugarcane,Whole Year,131.00,"4,782.00",36.50,36.5
3. Arunachal Pradesh,14. Lower subansiri,2020 - 2021,Dry chillies,Whole Year,132.00,387.00,2.93,2.93
3. Arunachal Pradesh,14. Lower subansiri,2020 - 2021,Ginger,Whole Year,178.00,973.00,5.47,5.47
3. Arunachal Pradesh,14. Lower subansiri,2020 - 2021,Potato,Whole Year,266.00,"2,154.00",8.10,8.1
3. Arunachal Pradesh,14. Lower subansiri,2020 - 2021,Sugarcane,Whole Year,84.00,"2,446.00",29.12,29.12
3. Arunachal Pradesh,14. Lower subansiri,2021 - 2022,Dry chillies,Whole Year,140.00,431.00,3.08,3.08
3. Arunachal Pradesh,14. Lower subansiri,2021 - 2022,Ginger,Whole Year,190.00,"1,077.00",5.67,5.67
3. Arunachal Pradesh,14. Lower subansiri,2021 - 2022,Potato,Whole Year,272.00,"2,200.00",8.09,8.09
3. Arunachal Pradesh,14. Lower subansiri,2021 - 2022,Sugarcane,Whole Year,84.00,"2,446.00",29.12,29.12
3. Arunachal Pradesh,14. Lower subansiri,2022 - 2023,Dry chillies,Whole Year,143.00,441.00,3.08,3.08
3. Arunachal Pradesh,14. Lower subansiri,2022 - 2023,Ginger,Whole Year,198.00,"1,123.00",5.67,5.67
3. Arunachal Pradesh,14. Lower subansiri,2022 - 2023,Potato,Whole Year,279.00,"2,257.00",8.09,8.09
3. Arunachal Pradesh,14. Lower subansiri,2022 - 2023,Sugarcane,Whole Year,84.00,"2,447.00",29.13,29.13
3. Arunachal Pradesh,15. Namsai,2020 - 2021,Dry chillies,Whole Year,130.00,390.00,3.00,3.0
3. Arunachal Pradesh,15. Namsai,2020 - 2021,Ginger,Whole Year,785.00,"5,997.00",7.64,7.64
3. Arunachal Pradesh,15. Namsai,2020 - 2021,Potato,Whole Year,581.00,"4,797.00",8.26,8.26
3. Arunachal Pradesh,15. Namsai,2020 - 2021,Turmeric,Whole Year,86.00,464.00,5.40,5.4
3. Arunachal Pradesh,15. Namsai,2020 - 2021,Sugarcane,Whole Year,41.00,"1,053.00",25.68,25.68
3. Arunachal Pradesh,15. Namsai,2021 - 2022,Dry chillies,Whole Year,137.00,430.00,3.14,3.14
3. Arunachal Pradesh,15. Namsai,2021 - 2022,Ginger,Whole Year,801.00,"6,159.00",7.69,7.69
3. Arunachal Pradesh,15. Namsai,2021 - 2022,Potato,Whole Year,596.00,"4,947.00",8.30,8.3
3. Arunachal Pradesh,15. Namsai,2021 - 2022,Turmeric,Whole Year,95.00,513.00,5.40,5.4
3. Arunachal Pradesh,15. Namsai,2021 - 2022,Sugarcane,Whole Year,41.00,"1,053.00",25.68,25.68
3. Arunachal Pradesh,15. Namsai,2022 - 2023,Dry chillies,Whole Year,139.00,437.00,3.14,3.14
3. Arunachal Pradesh,15. Namsai,2022 - 2023,Ginger,Whole Year,815.00,"6,269.00",7.69,7.69
3. Arunachal Pradesh,15. Namsai,2022 - 2023,Potato,Whole Year,604.00,"5,016.00",8.30,8.3
3. Arunachal Pradesh,15. Namsai,2022 - 2023,Turmeric,Whole Year,102.00,552.00,5.41,5.41
3. Arunachal Pradesh,15. Namsai,2022 - 2023,Sugarcane,Whole Year,42.00,"1,079.00",25.69,25.69
3. Arunachal Pradesh,16. Pakke kessang,2020 - 2021,Dry chillies,Whole Year,44.00,137.00,3.11,3.11
3. Arunachal Pradesh,16. Pakke kessang,2020 - 2021,Ginger,Whole Year,43.00,197.00,4.58,4.58
3. Arunachal Pradesh,16. Pakke kessang,2020 - 2021,Potato,Whole Year,51.00,327.00,6.41,6.41
3. Arunachal Pradesh,16. Pakke kessang,2021 - 2022,Dry chillies,Whole Year,47.00,166.00,3.53,3.53
3. Arunachal Pradesh,16. Pakke kessang,2021 - 2022,Ginger,Whole Year,44.00,216.00,4.91,4.91
3. Arunachal Pradesh,16. Pakke kessang,2021 - 2022,Potato,Whole Year,52.00,333.00,6.40,6.4
3. Arunachal Pradesh,16. Pakke kessang,2022 - 2023,Dry chillies,Whole Year,48.00,170.00,3.54,3.54
3. Arunachal Pradesh,16. Pakke kessang,2022 - 2023,Ginger,Whole Year,48.00,236.00,4.92,4.92
3. Arunachal Pradesh,16. Pakke kessang,2022 - 2023,Potato,Whole Year,56.00,359.00,6.41,6.41
3. Arunachal Pradesh,17. Papum pare,2020 - 2021,Dry chillies,Whole Year,128.00,428.00,3.34,3.34
3. Arunachal Pradesh,17. Papum pare,2020 - 2021,Ginger,Whole Year,232.00,"1,658.00",7.15,7.15
3. Arunachal Pradesh,17. Papum pare,2020 - 2021,Potato,Whole Year,331.00,"2,904.00",8.77,8.77
3. Arunachal Pradesh,17. Papum pare,2020 - 2021,Turmeric,Whole Year,48.00,249.00,5.19,5.19
3. Arunachal Pradesh,17. Papum pare,2020 - 2021,Sugarcane,Whole Year,239.00,"5,058.00",21.16,21.16
3. Arunachal Pradesh,17. Papum pare,2021 - 2022,Dry chillies,Whole Year,136.00,474.00,3.49,3.49
3. Arunachal Pradesh,17. Papum pare,2021 - 2022,Ginger,Whole Year,240.00,"1,754.00",7.31,7.31
3. Arunachal Pradesh,17. Papum pare,2021 - 2022,Potato,Whole Year,338.00,"2,964.00",8.77,8.77
3. Arunachal Pradesh,17. Papum pare,2021 - 2022,Turmeric,Whole Year,55.00,287.00,5.22,5.22
3. Arunachal Pradesh,17. Papum pare,2021 - 2022,Sugarcane,Whole Year,239.00,"5,058.00",21.16,21.16
3. Arunachal Pradesh,17. Papum pare,2022 - 2023,Dry chillies,Whole Year,141.00,492.00,3.49,3.49
3. Arunachal Pradesh,17. Papum pare,2022 - 2023,Ginger,Whole Year,248.00,"1,813.00",7.31,7.31
3. Arunachal Pradesh,17. Papum pare,2022 - 2023,Potato,Whole Year,346.00,"3,035.00",8.77,8.77
3. Arunachal Pradesh,17. Papum pare,2022 - 2023,Turmeric,Whole Year,59.00,308.00,5.22,5.22
3. Arunachal Pradesh,17. Papum pare,2022 - 2023,Sugarcane,Whole Year,241.00,"5,102.00",21.17,21.17
3. Arunachal Pradesh,18. Shi yomi,2020 - 2021,Dry chillies,Whole Year,17.00,50.00,2.94,2.94
3. Arunachal Pradesh,18. Shi yomi,2020 - 2021,Ginger,Whole Year,19.00,134.00,7.05,7.05
3. Arunachal Pradesh,18. Shi yomi,2020 - 2021,Potato,Whole Year,34.00,243.00,7.15,7.15
3. Arunachal Pradesh,18. Shi yomi,2020 - 2021,Turmeric,Whole Year,6.00,28.00,4.67,4.67
3. Arunachal Pradesh,18. Shi yomi,2020 - 2021,Sugarcane,Whole Year,14.00,312.00,22.29,22.29
3. Arunachal Pradesh,18. Shi yomi,2021 - 2022,Dry chillies,Whole Year,19.00,56.00,2.95,2.95
3. Arunachal Pradesh,18. Shi yomi,2021 - 2022,Ginger,Whole Year,20.00,142.00,7.10,7.1
3. Arunachal Pradesh,18. Shi yomi,2021 - 2022,Potato,Whole Year,35.00,250.00,7.14,7.14
3. Arunachal Pradesh,18. Shi yomi,2021 - 2022,Turmeric,Whole Year,9.00,42.00,4.67,4.67
3. Arunachal Pradesh,18. Shi yomi,2021 - 2022,Sugarcane,Whole Year,14.00,312.00,22.29,22.29
3. Arunachal Pradesh,18. Shi yomi,2022 - 2023,Dry chillies,Whole Year,19.00,57.00,3.00,3.0
3. Arunachal Pradesh,18. Shi yomi,2022 - 2023,Ginger,Whole Year,22.00,115.00,5.23,5.23
3. Arunachal Pradesh,18. Shi yomi,2022 - 2023,Potato,Whole Year,40.00,286.00,7.15,7.15
3. Arunachal Pradesh,18. Shi yomi,2022 - 2023,Turmeric,Whole Year,11.00,51.00,4.64,4.64
3. Arunachal Pradesh,18. Shi yomi,2022 - 2023,Sugarcane,Whole Year,14.00,312.00,22.29,22.29
3. Arunachal Pradesh,19. Siang,2020 - 2021,Dry chillies,Whole Year,153.00,473.00,3.09,3.09
3. Arunachal Pradesh,19. Siang,2020 - 2021,Ginger,Whole Year,475.00,"3,355.00",7.06,7.06
3. Arunachal Pradesh,19. Siang,2020 - 2021,Potato,Whole Year,448.00,"2,763.00",6.17,6.17
3. Arunachal Pradesh,19. Siang,2020 - 2021,Turmeric,Whole Year,95.00,366.00,3.85,3.85
3. Arunachal Pradesh,19. Siang,2020 - 2021,Sugarcane,Whole Year,133.00,"2,428.00",18.26,18.26
3. Arunachal Pradesh,19. Siang,2021 - 2022,Dry chillies,Whole Year,164.00,525.00,3.20,3.2
3. Arunachal Pradesh,19. Siang,2021 - 2022,Ginger,Whole Year,495.00,"3,582.00",7.24,7.24
3. Arunachal Pradesh,19. Siang,2021 - 2022,Potato,Whole Year,458.00,"2,939.00",6.42,6.42
3. Arunachal Pradesh,19. Siang,2021 - 2022,Turmeric,Whole Year,101.00,438.00,4.34,4.34
3. Arunachal Pradesh,19. Siang,2021 - 2022,Sugarcane,Whole Year,133.00,"2,428.00",18.26,18.26
3. Arunachal Pradesh,19. Siang,2022 - 2023,Dry chillies,Whole Year,168.00,539.00,3.21,3.21
3. Arunachal Pradesh,19. Siang,2022 - 2023,Ginger,Whole Year,517.00,"3,797.00",7.34,7.34
3. Arunachal Pradesh,19. Siang,2022 - 2023,Potato,Whole Year,469.00,"3,012.00",6.42,6.42
3. Arunachal Pradesh,19. Siang,2022 - 2023,Turmeric,Whole Year,109.00,477.00,4.38,4.38
3. Arunachal Pradesh,19. Siang,2022 - 2023,Sugarcane,Whole Year,134.00,"2,447.00",18.26,18.26
3. Arunachal Pradesh,20. Tawang,2020 - 2021,Dry chillies,Whole Year,120.00,296.00,2.47,2.47
3. Arunachal Pradesh,20. Tawang,2020 - 2021,Ginger,Whole Year,126.00,438.00,3.48,3.48
3. Arunachal Pradesh,20. Tawang,2020 - 2021,Potato,Whole Year,517.00,"4,336.00",8.39,8.39
3. Arunachal Pradesh,20. Tawang,2020 - 2021,Turmeric,Whole Year,32.00,99.00,3.09,3.09
3. Arunachal Pradesh,20. Tawang,2021 - 2022,Dry chillies,Whole Year,127.00,333.00,2.62,2.62
3. Arunachal Pradesh,20. Tawang,2021 - 2022,Ginger,Whole Year,131.00,496.00,3.79,3.79
3. Arunachal Pradesh,20. Tawang,2021 - 2022,Potato,Whole Year,532.00,"4,631.00",8.70,8.7
3. Arunachal Pradesh,20. Tawang,2021 - 2022,Turmeric,Whole Year,36.00,111.00,3.08,3.08
3. Arunachal Pradesh,20. Tawang,2022 - 2023,Dry chillies,Whole Year,132.00,347.00,2.63,2.63
3. Arunachal Pradesh,20. Tawang,2022 - 2023,Ginger,Whole Year,137.00,519.00,3.79,3.79
3. Arunachal Pradesh,20. Tawang,2022 - 2023,Potato,Whole Year,542.00,"4,721.00",8.71,8.71
3. Arunachal Pradesh,20. Tawang,2022 - 2023,Turmeric,Whole Year,41.00,127.00,3.10,3.1
3. Arunachal Pradesh,21. Tirap,2020 - 2021,Dry chillies,Whole Year,78.00,239.00,3.06,3.06
3. Arunachal Pradesh,21. Tirap,2020 - 2021,Ginger,Whole Year,47.00,235.00,5.00,5.0
3. Arunachal Pradesh,21. Tirap,2020 - 2021,Potato,Whole Year,179.00,"1,353.00",7.56,7.56
3. Arunachal Pradesh,21. Tirap,2021 - 2022,Dry chillies,Whole Year,81.00,268.00,3.31,3.31
3. Arunachal Pradesh,21. Tirap,2021 - 2022,Ginger,Whole Year,48.00,262.00,5.46,5.46
3. Arunachal Pradesh,21. Tirap,2021 - 2022,Potato,Whole Year,182.00,"1,365.00",7.50,7.5
3. Arunachal Pradesh,21. Tirap,2022 - 2023,Dry chillies,Whole Year,83.00,275.00,3.31,3.31
3. Arunachal Pradesh,21. Tirap,2022 - 2023,Ginger,Whole Year,54.00,295.00,5.46,5.46
3. Arunachal Pradesh,21. Tirap,2022 - 2023,Potato,Whole Year,187.00,"1,403.00",7.50,7.5
3. Arunachal Pradesh,22. Upper siang,2020 - 2021,Dry chillies,Whole Year,290.00,622.00,2.14,2.14
3. Arunachal Pradesh,22. Upper siang,2020 - 2021,Ginger,Whole Year,303.00,"1,470.00",4.85,4.85
3. Arunachal Pradesh,22. Upper siang,2020 - 2021,Potato,Whole Year,199.00,"1,557.00",7.82,7.82
3. Arunachal Pradesh,22. Upper siang,2020 - 2021,Sugarcane,Whole Year,201.00,"3,617.00",18.00,18.0
3. Arunachal Pradesh,22. Upper siang,2021 - 2022,Dry chillies,Whole Year,307.00,695.00,2.26,2.26
3. Arunachal Pradesh,22. Upper siang,2021 - 2022,Ginger,Whole Year,315.00,"1,651.00",5.24,5.24
3. Arunachal Pradesh,22. Upper siang,2021 - 2022,Potato,Whole Year,205.00,"1,599.00",7.80,7.8
3. Arunachal Pradesh,22. Upper siang,2021 - 2022,Sugarcane,Whole Year,201.00,"3,617.00",18.00,18.0
3. Arunachal Pradesh,22. Upper siang,2022 - 2023,Dry chillies,Whole Year,312.00,707.00,2.27,2.27
3. Arunachal Pradesh,22. Upper siang,2022 - 2023,Ginger,Whole Year,323.00,"1,727.00",5.35,5.35
3. Arunachal Pradesh,22. Upper siang,2022 - 2023,Potato,Whole Year,213.00,"1,662.00",7.80,7.8
3. Arunachal Pradesh,22. Upper siang,2022 - 2023,Sugarcane,Whole Year,202.00,"3,635.00",18.00,18.0
3. Arunachal Pradesh,23. Upper subansiri,2020 - 2021,Dry chillies,Whole Year,224.00,533.00,2.38,2.38
3. Arunachal Pradesh,23. Upper subansiri,2020 - 2021,Ginger,Whole Year,200.00,"1,420.00",7.10,7.1
3. Arunachal Pradesh,23. Upper subansiri,2020 - 2021,Potato,Whole Year,240.00,"1,951.00",8.13,8.13
3. Arunachal Pradesh,23. Upper subansiri,2020 - 2021,Sugarcane,Whole Year,62.00,"1,820.00",29.35,29.35
3. Arunachal Pradesh,23. Upper subansiri,2021 - 2022,Dry chillies,Whole Year,239.00,589.00,2.46,2.46
3. Arunachal Pradesh,23. Upper subansiri,2021 - 2022,Ginger,Whole Year,220.00,"1,602.00",7.28,7.28
3. Arunachal Pradesh,23. Upper subansiri,2021 - 2022,Potato,Whole Year,247.00,"2,000.00",8.10,8.1
3. Arunachal Pradesh,23. Upper subansiri,2021 - 2022,Sugarcane,Whole Year,62.00,"1,820.00",29.35,29.35
3. Arunachal Pradesh,23. Upper subansiri,2022 - 2023,Dry chillies,Whole Year,242.00,597.00,2.47,2.47
3. Arunachal Pradesh,23. Upper subansiri,2022 - 2023,Ginger,Whole Year,226.00,"1,646.00",7.28,7.28
3. Arunachal Pradesh,23. Upper subansiri,2022 - 2023,Potato,Whole Year,251.00,"2,033.00",8.10,8.1
3. Arunachal Pradesh,23. Upper subansiri,2022 - 2023,Sugarcane,Whole Year,62.00,"1,820.00",29.35,29.35
3. Arunachal Pradesh,24. West kameng,2020 - 2021,Dry chillies,Whole Year,102.00,312.00,3.06,3.06
3. Arunachal Pradesh,24. West kameng,2020 - 2021,Ginger,Whole Year,123.00,571.00,4.64,4.64
3. Arunachal Pradesh,24. West kameng,2020 - 2021,Potato,Whole Year,473.00,"3,497.00",7.39,7.39
3. Arunachal Pradesh,24. West kameng,2021 - 2022,Dry chillies,Whole Year,108.00,348.00,3.22,3.22
3. Arunachal Pradesh,24. West kameng,2021 - 2022,Ginger,Whole Year,127.00,630.00,4.96,4.96
3. Arunachal Pradesh,24. West kameng,2021 - 2022,Potato,Whole Year,483.00,"3,711.00",7.68,7.68
3. Arunachal Pradesh,24. West kameng,2022 - 2023,Dry chillies,Whole Year,112.00,362.00,3.23,3.23
3. Arunachal Pradesh,24. West kameng,2022 - 2023,Ginger,Whole Year,135.00,670.00,4.96,4.96
3. Arunachal Pradesh,24. West kameng,2022 - 2023,Potato,Whole Year,492.00,"3,781.00",7.68,7.68
3. Arunachal Pradesh,25. West siang,2020 - 2021,Dry chillies,Whole Year,40.00,114.00,2.85,2.85
3. Arunachal Pradesh,25. West siang,2020 - 2021,Ginger,Whole Year,43.00,309.00,7.19,7.19
3. Arunachal Pradesh,25. West siang,2020 - 2021,Potato,Whole Year,79.00,557.00,7.05,7.05
3. Arunachal Pradesh,25. West siang,2020 - 2021,Turmeric,Whole Year,14.00,63.00,4.50,4.5
3. Arunachal Pradesh,25. West siang,2020 - 2021,Sugarcane,Whole Year,33.00,738.00,22.36,22.36
3. Arunachal Pradesh,25. West siang,2021 - 2022,Dry chillies,Whole Year,43.00,141.00,3.28,3.28
3. Arunachal Pradesh,25. West siang,2021 - 2022,Ginger,Whole Year,44.00,336.00,7.64,7.64
3. Arunachal Pradesh,25. West siang,2021 - 2022,Potato,Whole Year,80.00,634.00,7.93,7.93
3. Arunachal Pradesh,25. West siang,2021 - 2022,Turmeric,Whole Year,19.00,86.00,4.53,4.53
3. Arunachal Pradesh,25. West siang,2021 - 2022,Sugarcane,Whole Year,33.00,738.00,22.36,22.36
3. Arunachal Pradesh,25. West siang,2022 - 2023,Dry chillies,Whole Year,45.00,148.00,3.29,3.29
3. Arunachal Pradesh,25. West siang,2022 - 2023,Ginger,Whole Year,52.00,397.00,7.63,7.63
3. Arunachal Pradesh,25. West siang,2022 - 2023,Potato,Whole Year,90.00,714.00,7.93,7.93
3. Arunachal Pradesh,25. West siang,2022 - 2023,Turmeric,Whole Year,22.00,100.00,4.55,4.55
3. Arunachal Pradesh,25. West siang,2022 - 2023,Sugarcane,Whole Year,33.00,738.00,22.36,22.36
4. Assam,1. Baksa,2020 - 2021,Banana,Whole Year,"1,500.00","26,871.00",17.91,17.91
4. Assam,1. Baksa,2020 - 2021,Coconut,Whole Year,943.00,"6,685,000.00","7,089.08",7089.08
4. Assam,1. Baksa,2020 - 2021,Tapioca,Whole Year,395.00,"5,048.00",12.78,12.78
4. Assam,1. Baksa,2020 - 2021,Black pepper,Whole Year,109.00,219.00,2.01,2.01
4. Assam,1. Baksa,2020 - 2021,Dry chillies,Whole Year,765.00,617.00,0.81,0.81
4. Assam,1. Baksa,2020 - 2021,Ginger,Whole Year,645.00,"5,795.00",8.98,8.98
4. Assam,1. Baksa,2020 - 2021,Potato,Whole Year,"5,150.00","37,243.00",7.23,7.23
4. Assam,1. Baksa,2020 - 2021,Turmeric,Whole Year,867.00,"1,255.00",1.45,1.45
4. Assam,1. Baksa,2020 - 2021,Sugarcane,Whole Year,360.00,"7,667.00",21.30,21.3
4. Assam,1. Baksa,2020 - 2021,Onion,Whole Year,232.00,982.00,4.23,4.23
4. Assam,1. Baksa,2020 - 2021,Sweet potato,Whole Year,51.00,281.00,5.51,5.51
4. Assam,1. Baksa,2020 - 2021,Tobacco,Whole Year,6.00,1.00,0.17,0.17
4. Assam,1. Baksa,2021 - 2022,Banana,Whole Year,"1,560.00","28,667.00",18.38,18.38
4. Assam,1. Baksa,2021 - 2022,Coconut,Whole Year,943.00,"6,685,000.00","7,089.08",7089.08
4. Assam,1. Baksa,2021 - 2022,Tapioca,Whole Year,385.00,"4,920.00",12.78,12.78
4. Assam,1. Baksa,2021 - 2022,Black pepper,Whole Year,119.00,239.00,2.01,2.01
4. Assam,1. Baksa,2021 - 2022,Ginger,Whole Year,682.00,"6,128.00",8.99,8.99
4. Assam,1. Baksa,2021 - 2022,Potato,Whole Year,"5,232.00","35,216.00",6.73,6.73
4. Assam,1. Baksa,2021 - 2022,Turmeric,Whole Year,850.00,"1,231.00",1.45,1.45
4. Assam,1. Baksa,2021 - 2022,Sugarcane,Whole Year,370.00,"7,729.00",20.89,20.89
4. Assam,1. Baksa,2021 - 2022,Onion,Whole Year,222.00,940.00,4.23,4.23
4. Assam,1. Baksa,2021 - 2022,Sweet potato,Whole Year,44.00,243.00,5.52,5.52
4. Assam,1. Baksa,2021 - 2022,Tobacco,Whole Year,5.00,2.00,0.40,0.4
4. Assam,1. Baksa,2022 - 2023,Banana,Whole Year,"1,710.00","31,445.00",18.39,18.39
4. Assam,1. Baksa,2022 - 2023,Coconut,Whole Year,"1,030.00","7,302,000.00","7,089.32",7089.32
4. Assam,1. Baksa,2022 - 2023,Tapioca,Whole Year,352.00,"4,511.00",12.82,12.82
4. Assam,1. Baksa,2022 - 2023,Black pepper,Whole Year,126.00,266.00,2.11,2.11
4. Assam,1. Baksa,2022 - 2023,Ginger,Whole Year,685.00,"6,205.00",9.06,9.06
4. Assam,1. Baksa,2022 - 2023,Potato,Whole Year,"5,171.00","52,236.00",10.10,10.1
4. Assam,1. Baksa,2022 - 2023,Turmeric,Whole Year,857.00,"1,289.00",1.50,1.5
4. Assam,1. Baksa,2022 - 2023,Sugarcane,Whole Year,358.00,"13,160.00",36.76,36.76
4. Assam,1. Baksa,2022 - 2023,Onion,Whole Year,215.00,943.00,4.39,4.39
4. Assam,1. Baksa,2022 - 2023,Sweet potato,Whole Year,40.00,225.00,5.63,5.63
4. Assam,1. Baksa,2022 - 2023,Tobacco,Whole Year,3.00,1.00,0.33,0.33
4. Assam,2. Barpeta,2020 - 2021,Banana,Whole Year,"1,951.00","33,784.00",17.32,17.32
4. Assam,2. Barpeta,2020 - 2021,Coconut,Whole Year,"1,640.00","22,829,000.00","13,920.12",13920.12
4. Assam,2. Barpeta,2020 - 2021,Tapioca,Whole Year,11.00,103.00,9.36,9.36
4. Assam,2. Barpeta,2020 - 2021,Black pepper,Whole Year,34.00,66.00,1.94,1.94
4. Assam,2. Barpeta,2020 - 2021,Dry chillies,Whole Year,"2,687.00","3,490.00",1.30,1.3
4. Assam,2. Barpeta,2020 - 2021,Ginger,Whole Year,636.00,"5,286.00",8.31,8.31
4. Assam,2. Barpeta,2020 - 2021,Potato,Whole Year,"8,004.00","72,078.00",9.01,9.01
4. Assam,2. Barpeta,2020 - 2021,Turmeric,Whole Year,995.00,"1,428.00",1.44,1.44
4. Assam,2. Barpeta,2020 - 2021,Sugarcane,Whole Year,354.00,"12,690.00",35.85,35.85
4. Assam,2. Barpeta,2020 - 2021,Onion,Whole Year,"1,310.00","24,334.00",18.58,18.58
4. Assam,2. Barpeta,2020 - 2021,Sweet potato,Whole Year,515.00,"2,139.00",4.15,4.15
4. Assam,2. Barpeta,2021 - 2022,Banana,Whole Year,"1,963.00","35,660.00",18.17,18.17
4. Assam,2. Barpeta,2021 - 2022,Coconut,Whole Year,"1,640.00","22,829,000.00","13,920.12",13920.12
4. Assam,2. Barpeta,2021 - 2022,Tapioca,Whole Year,11.00,103.00,9.36,9.36
4. Assam,2. Barpeta,2021 - 2022,Black pepper,Whole Year,31.00,60.00,1.94,1.94
4. Assam,2. Barpeta,2021 - 2022,Ginger,Whole Year,657.00,"5,460.00",8.31,8.31
4. Assam,2. Barpeta,2021 - 2022,Potato,Whole Year,"7,798.00","62,538.00",8.02,8.02
4. Assam,2. Barpeta,2021 - 2022,Turmeric,Whole Year,999.00,"1,391.00",1.39,1.39
4. Assam,2. Barpeta,2021 - 2022,Sugarcane,Whole Year,356.00,"13,873.00",38.97,38.97
4. Assam,2. Barpeta,2021 - 2022,Onion,Whole Year,"1,286.00","22,603.00",17.58,17.58
4. Assam,2. Barpeta,2021 - 2022,Sweet potato,Whole Year,438.00,"1,820.00",4.16,4.16
4. Assam,2. Barpeta,2022 - 2023,Banana,Whole Year,"1,875.00","38,391.00",20.48,20.48
4. Assam,2. Barpeta,2022 - 2023,Coconut,Whole Year,"1,634.00","21,525,000.00","13,173.19",13173.19
4. Assam,2. Barpeta,2022 - 2023,Tapioca,Whole Year,10.00,106.00,10.60,10.6
4. Assam,2. Barpeta,2022 - 2023,Black pepper,Whole Year,29.00,66.00,2.28,2.28
4. Assam,2. Barpeta,2022 - 2023,Ginger,Whole Year,676.00,"5,671.00",8.39,8.39
4. Assam,2. Barpeta,2022 - 2023,Potato,Whole Year,"7,923.00","98,260.00",12.40,12.4
4. Assam,2. Barpeta,2022 - 2023,Turmeric,Whole Year,972.00,"1,443.00",1.48,1.48
4. Assam,2. Barpeta,2022 - 2023,Sugarcane,Whole Year,367.00,"16,355.00",44.56,44.56
4. Assam,2. Barpeta,2022 - 2023,Onion,Whole Year,"1,190.00","22,100.00",18.57,18.57
4. Assam,2. Barpeta,2022 - 2023,Sweet potato,Whole Year,438.00,"1,826.00",4.17,4.17
4. Assam,3. Biswanath,2020 - 2021,Banana,Whole Year,"1,902.00","35,454.00",18.64,18.64
4. Assam,3. Biswanath,2020 - 2021,Coconut,Whole Year,550.00,"4,615,000.00","8,390.91",8390.91
4. Assam,3. Biswanath,2020 - 2021,Tapioca,Whole Year,103.00,"1,202.00",11.67,11.67
4. Assam,3. Biswanath,2020 - 2021,Black pepper,Whole Year,63.00,113.00,1.79,1.79
4. Assam,3. Biswanath,2020 - 2021,Dry chillies,Whole Year,286.00,172.00,0.60,0.6
4. Assam,3. Biswanath,2020 - 2021,Ginger,Whole Year,145.00,"1,465.00",10.10,10.1
4. Assam,3. Biswanath,2020 - 2021,Potato,Whole Year,"3,157.00","23,330.00",7.39,7.39
4. Assam,3. Biswanath,2020 - 2021,Turmeric,Whole Year,300.00,270.00,0.90,0.9
4. Assam,3. Biswanath,2020 - 2021,Sugarcane,Whole Year,"1,386.00","46,770.00",33.74,33.74
4. Assam,3. Biswanath,2020 - 2021,Onion,Whole Year,75.00,929.00,12.39,12.39
4. Assam,3. Biswanath,2020 - 2021,Sweet potato,Whole Year,100.00,734.00,7.34,7.34
4. Assam,3. Biswanath,2020 - 2021,Tobacco,Whole Year,2.00,1.00,0.50,0.5
4. Assam,3. Biswanath,2021 - 2022,Banana,Whole Year,"2,227.00","42,140.00",18.92,18.92
4. Assam,3. Biswanath,2021 - 2022,Coconut,Whole Year,550.00,"4,615,000.00","8,390.91",8390.91
4. Assam,3. Biswanath,2021 - 2022,Tapioca,Whole Year,140.00,"1,634.00",11.67,11.67
4. Assam,3. Biswanath,2021 - 2022,Black pepper,Whole Year,86.00,153.00,1.78,1.78
4. Assam,3. Biswanath,2021 - 2022,Ginger,Whole Year,200.00,"2,021.00",10.11,10.11
4. Assam,3. Biswanath,2021 - 2022,Potato,Whole Year,"3,196.00","18,809.00",5.89,5.89
4. Assam,3. Biswanath,2021 - 2022,Turmeric,Whole Year,596.00,536.00,0.90,0.9
4. Assam,3. Biswanath,2021 - 2022,Sugarcane,Whole Year,"1,304.00","42,976.00",32.96,32.96
4. Assam,3. Biswanath,2021 - 2022,Onion,Whole Year,110.00,"1,361.00",12.37,12.37
4. Assam,3. Biswanath,2021 - 2022,Sweet potato,Whole Year,81.00,595.00,7.35,7.35
4. Assam,3. Biswanath,2021 - 2022,Tobacco,Whole Year,9.00,4.00,0.44,0.44
4. Assam,3. Biswanath,2022 - 2023,Banana,Whole Year,"4,241.00","80,282.00",18.93,18.93
4. Assam,3. Biswanath,2022 - 2023,Coconut,Whole Year,960.00,"9,240,000.00","9,625.00",9625.0
4. Assam,3. Biswanath,2022 - 2023,Tapioca,Whole Year,121.00,"2,016.00",16.66,16.66
4. Assam,3. Biswanath,2022 - 2023,Black pepper,Whole Year,167.00,329.00,1.97,1.97
